经度        纬度         深度       速度
  113.900   40.110    1.100    1.785
  113.900   40.100    1.100    1.786
  113.900   40.090    1.100    1.780
  113.900   40.080    1.100    1.768
  113.900   40.070    1.100    1.751
  113.900   40.060    1.100    1.738
  113.900   40.050    1.100    1.739
  113.900   40.040    1.100    1.762
  113.900   40.030    1.100    1.803
  113.900   40.020    1.100    1.847
  113.900   40.010    1.100    1.865
  113.900   40.000    1.100    1.839
  113.900   39.990    1.100    1.803
  113.900   39.980    1.100    1.752
  113.900   39.970    1.100    1.717
  113.900   39.960    1.100    1.708
  113.900   39.950    1.100    1.697
  113.900   39.940    1.100    1.692
  113.900   39.930    1.100    1.710
  113.900   39.920    1.100    1.732
  113.900   39.910    1.100    1.747
  113.900   39.900    1.100    1.757
  113.900   39.890    1.100    1.764
  113.900   39.880    1.100    1.771
  113.900   39.870    1.100    1.779
  113.920   40.200    1.100    1.780
  113.920   40.190    1.100    1.780
  113.920   40.180    1.100    1.780
  113.920   40.170    1.100    1.780
  113.920   40.160    1.100    1.780
  113.920   40.150    1.100    1.780
  113.920   40.140    1.100    1.780
  113.920   40.130    1.100    1.780
  113.920   40.120    1.100    1.782
  113.920   40.110    1.100    1.786
  113.920   40.100    1.100    1.788
  113.920   40.090    1.100    1.787
  113.920   40.080    1.100    1.779
  113.920   40.070    1.100    1.767
  113.920   40.060    1.100    1.756
  113.920   40.050    1.100    1.753
  113.920   40.040    1.100    1.764
  113.920   40.030    1.100    1.788
  113.920   40.020    1.100    1.813
  113.920   40.010    1.100    1.822
  113.920   40.000    1.100    1.796
  113.920   39.990    1.100    1.756
  113.920   39.980    1.100    1.727
  113.920   39.970    1.100    1.706
  113.920   39.960    1.100    1.684
  113.920   39.950    1.100    1.670
  113.920   39.940    1.100    1.658
  113.920   39.930    1.100    1.680
  113.920   39.920    1.100    1.715
  113.920   39.910    1.100    1.743
  113.920   39.900    1.100    1.760
  113.920   39.890    1.100    1.769
  113.920   39.880    1.100    1.775
  113.920   39.870    1.100    1.779
  113.940   40.200    1.100    1.780
  113.940   40.190    1.100    1.780
  113.940   40.180    1.100    1.780
  113.940   40.170    1.100    1.780
  113.940   40.160    1.100    1.780
  113.940   40.150    1.100    1.780
  113.940   40.140    1.100    1.779
  113.940   40.130    1.100    1.780
  113.940   40.120    1.100    1.781
  113.940   40.110    1.100    1.785
  113.940   40.100    1.100    1.788
  113.940   40.090    1.100    1.788
  113.940   40.080    1.100    1.785
  113.940   40.070    1.100    1.776
  113.940   40.060    1.100    1.767
  113.940   40.050    1.100    1.763
  113.940   40.040    1.100    1.768
  113.940   40.030    1.100    1.782
  113.940   40.020    1.100    1.800
  113.940   40.010    1.100    1.808
  113.940   40.000    1.100    1.797
  113.940   39.990    1.100    1.770
  113.940   39.980    1.100    1.754
  113.940   39.970    1.100    1.749
  113.940   39.960    1.100    1.742
  113.940   39.950    1.100    1.714
  113.940   39.940    1.100    1.690
  113.940   39.930    1.100    1.697
  113.940   39.920    1.100    1.727
  113.940   39.910    1.100    1.753
  113.940   39.900    1.100    1.769
  113.940   39.890    1.100    1.777
  113.940   39.880    1.100    1.780
  113.940   39.870    1.100    1.780
  113.960   40.200    1.100    1.780
  113.960   40.190    1.100    1.780
  113.960   40.180    1.100    1.780
  113.960   40.170    1.100    1.780
  113.960   40.160    1.100    1.780
  113.960   40.150    1.100    1.780
  113.960   40.140    1.100    1.779
  113.960   40.130    1.100    1.779
  113.960   40.120    1.100    1.780
  113.960   40.110    1.100    1.782
  113.960   40.100    1.100    1.785
  113.960   40.090    1.100    1.787
  113.960   40.080    1.100    1.785
  113.960   40.070    1.100    1.780
  113.960   40.060    1.100    1.774
  113.960   40.050    1.100    1.770
  113.960   40.040    1.100    1.772
  113.960   40.030    1.100    1.781
  113.960   40.020    1.100    1.794
  113.960   40.010    1.100    1.803
  113.960   40.000    1.100    1.802
  113.960   39.990    1.100    1.790
  113.960   39.980    1.100    1.782
  113.960   39.970    1.100    1.785
  113.960   39.960    1.100    1.782
  113.960   39.950    1.100    1.759
  113.960   39.940    1.100    1.737
  113.960   39.930    1.100    1.737
  113.960   39.920    1.100    1.753
  113.960   39.910    1.100    1.770
  113.960   39.900    1.100    1.780
  113.960   39.890    1.100    1.784
  113.960   39.880    1.100    1.783
  113.960   39.870    1.100    1.781
  113.980   40.200    1.100    1.780
  113.980   40.190    1.100    1.780
  113.980   40.180    1.100    1.780
  113.980   40.170    1.100    1.780
  113.980   40.160    1.100    1.780
  113.980   40.150    1.100    1.780
  113.980   40.140    1.100    1.779
  113.980   40.130    1.100    1.779
  113.980   40.120    1.100    1.779
  113.980   40.110    1.100    1.780
  113.980   40.100    1.100    1.782
  113.980   40.090    1.100    1.784
  113.980   40.080    1.100    1.783
  113.980   40.070    1.100    1.781
  113.980   40.060    1.100    1.776
  113.980   40.050    1.100    1.774
  113.980   40.040    1.100    1.775
  113.980   40.030    1.100    1.781
  113.980   40.020    1.100    1.790
  113.980   40.010    1.100    1.798
  113.980   40.000    1.100    1.801
  113.980   39.990    1.100    1.798
  113.980   39.980    1.100    1.798
  113.980   39.970    1.100    1.802
  113.980   39.960    1.100    1.800
  113.980   39.950    1.100    1.785
  113.980   39.940    1.100    1.771
  113.980   39.930    1.100    1.768
  113.980   39.920    1.100    1.775
  113.980   39.910    1.100    1.782
  113.980   39.900    1.100    1.787
  113.980   39.890    1.100    1.787
  113.980   39.880    1.100    1.785
  113.980   39.870    1.100    1.781
  114.000   40.200    1.100    1.780
  114.000   40.190    1.100    1.780
  114.000   40.180    1.100    1.780
  114.000   40.170    1.100    1.780
  114.000   40.160    1.100    1.780
  114.000   40.150    1.100    1.780
  114.000   40.140    1.100    1.780
  114.000   40.130    1.100    1.779
  114.000   40.120    1.100    1.779
  114.000   40.110    1.100    1.779
  114.000   40.100    1.100    1.780
  114.000   40.090    1.100    1.781
  114.000   40.080    1.100    1.781
  114.000   40.070    1.100    1.780
  114.000   40.060    1.100    1.778
  114.000   40.050    1.100    1.776
  114.000   40.040    1.100    1.777
  114.000   40.030    1.100    1.780
  114.000   40.020    1.100    1.785
  114.000   40.010    1.100    1.790
  114.000   40.000    1.100    1.793
  114.000   39.990    1.100    1.794
  114.000   39.980    1.100    1.796
  114.000   39.970    1.100    1.798
  114.000   39.960    1.100    1.797
  114.000   39.950    1.100    1.790
  114.000   39.940    1.100    1.783
  114.000   39.930    1.100    1.781
  114.000   39.920    1.100    1.783
  114.000   39.910    1.100    1.786
  114.000   39.900    1.100    1.787
  114.000   39.890    1.100    1.786
  114.000   39.880    1.100    1.784
  114.000   39.870    1.100    1.781
  114.020   40.200    1.100    1.780
  114.020   40.190    1.100    1.780
  114.020   40.180    1.100    1.780
  114.020   40.170    1.100    1.780
  114.020   40.160    1.100    1.780
  114.020   40.150    1.100    1.780
  114.020   40.140    1.100    1.780
  114.020   40.130    1.100    1.780
  114.020   40.120    1.100    1.780
  114.020   40.110    1.100    1.780
  114.020   40.100    1.100    1.780
  114.020   40.090    1.100    1.780
  114.020   40.080    1.100    1.780
  114.020   40.070    1.100    1.780
  114.020   40.060    1.100    1.779
  114.020   40.050    1.100    1.779
  114.020   40.040    1.100    1.779
  114.020   40.030    1.100    1.779
  114.020   40.020    1.100    1.779
  114.020   40.010    1.100    1.780
  114.020   40.000    1.100    1.781
  114.020   39.990    1.100    1.782
  114.020   39.980    1.100    1.783
  114.020   39.970    1.100    1.786
  114.020   39.960    1.100    1.786
  114.020   39.950    1.100    1.785
  114.020   39.940    1.100    1.784
  114.020   39.930    1.100    1.783
  114.020   39.920    1.100    1.783
  114.020   39.910    1.100    1.783
  114.020   39.900    1.100    1.782
  114.020   39.890    1.100    1.781
  114.020   39.880    1.100    1.781
  114.020   39.870    1.100    1.780
  113.500   40.200    1.200    1.844
  113.500   40.190    1.200    1.845
  113.500   40.180    1.200    1.845
  113.500   40.170    1.200    1.845
  113.500   40.160    1.200    1.845
  113.500   40.150    1.200    1.844
  113.500   40.140    1.200    1.844
  113.500   40.130    1.200    1.844
  113.500   40.120    1.200    1.844
  113.500   40.110    1.200    1.844
  113.500   40.100    1.200    1.844
  113.500   40.090    1.200    1.843
  113.500   40.080    1.200    1.843
  113.500   40.070    1.200    1.843
  113.500   40.060    1.200    1.843
  113.500   40.050    1.200    1.844
  113.500   40.040    1.200    1.845
  113.500   40.030    1.200    1.845
  113.500   40.020    1.200    1.845
  113.500   40.010    1.200    1.845
  113.500   40.000    1.200    1.845
  113.500   39.990    1.200    1.845
  113.500   39.980    1.200    1.845
  113.500   39.970    1.200    1.845
  113.500   39.960    1.200    1.845
  113.500   39.950    1.200    1.845
  113.500   39.940    1.200    1.845
  113.500   39.930    1.200    1.845
  113.500   39.920    1.200    1.844
  113.500   39.910    1.200    1.844
  113.500   39.900    1.200    1.844
  113.500   39.890    1.200    1.844
  113.500   39.880    1.200    1.844
  113.500   39.870    1.200    1.844
  113.520   40.200    1.200    1.845
  113.520   40.190    1.200    1.845
  113.520   40.180    1.200    1.844
  113.520   40.170    1.200    1.842
  113.520   40.160    1.200    1.837
  113.520   40.150    1.200    1.832
  113.520   40.140    1.200    1.827
  113.520   40.130    1.200    1.824
  113.520   40.120    1.200    1.822
  113.520   40.110    1.200    1.820
  113.520   40.100    1.200    1.814
  113.520   40.090    1.200    1.804
  113.520   40.080    1.200    1.794
  113.520   40.070    1.200    1.789
  113.520   40.060    1.200    1.792
  113.520   40.050    1.200    1.801
  113.520   40.040    1.200    1.811
  113.520   40.030    1.200    1.822
  113.520   40.020    1.200    1.830
  113.520   40.010    1.200    1.836
  113.520   40.000    1.200    1.840
  113.520   39.990    1.200    1.842
  113.520   39.980    1.200    1.843
  113.520   39.970    1.200    1.844
  113.520   39.960    1.200    1.845
  113.520   39.950    1.200    1.846
  113.520   39.940    1.200    1.847
  113.520   39.930    1.200    1.847
  113.520   39.920    1.200    1.846
  113.520   39.910    1.200    1.845
  113.520   39.900    1.200    1.844
  113.520   39.890    1.200    1.843
  113.520   39.880    1.200    1.843
  113.520   39.870    1.200    1.844
  113.540   40.200    1.200    1.845
  113.540   40.190    1.200    1.844
  113.540   40.180    1.200    1.842
  113.540   40.170    1.200    1.837
  113.540   40.160    1.200    1.828
  113.540   40.150    1.200    1.818
  113.540   40.140    1.200    1.808
  113.540   40.130    1.200    1.802
  113.540   40.120    1.200    1.800
  113.540   40.110    1.200    1.798
  113.540   40.100    1.200    1.789
  113.540   40.090    1.200    1.768
  113.540   40.080    1.200    1.747
  113.540   40.070    1.200    1.738
  113.540   40.060    1.200    1.743
  113.540   40.050    1.200    1.760
  113.540   40.040    1.200    1.780
  113.540   40.030    1.200    1.798
  113.540   40.020    1.200    1.813
  113.540   40.010    1.200    1.825
  113.540   40.000    1.200    1.832
  113.540   39.990    1.200    1.836
  113.540   39.980    1.200    1.839
  113.540   39.970    1.200    1.841
  113.540   39.960    1.200    1.843
  113.540   39.950    1.200    1.845
  113.540   39.940    1.200    1.847
  113.540   39.930    1.200    1.848
  113.540   39.920    1.200    1.847
  113.540   39.910    1.200    1.846
  113.540   39.900    1.200    1.844
  113.540   39.890    1.200    1.843
  113.540   39.880    1.200    1.843
  113.540   39.870    1.200    1.844
  113.560   40.200    1.200    1.845
  113.560   40.190    1.200    1.843
  113.560   40.180    1.200    1.838
  113.560   40.170    1.200    1.830
  113.560   40.160    1.200    1.817
  113.560   40.150    1.200    1.801
  113.560   40.140    1.200    1.786
  113.560   40.130    1.200    1.776
  113.560   40.120    1.200    1.778
  113.560   40.110    1.200    1.784
  113.560   40.100    1.200    1.778
  113.560   40.090    1.200    1.747
  113.560   40.080    1.200    1.712
  113.560   40.070    1.200    1.699
  113.560   40.060    1.200    1.706
  113.560   40.050    1.200    1.729
  113.560   40.040    1.200    1.755
  113.560   40.030    1.200    1.778
  113.560   40.020    1.200    1.796
  113.560   40.010    1.200    1.812
  113.560   40.000    1.200    1.823
  113.560   39.990    1.200    1.829
  113.560   39.980    1.200    1.832
  113.560   39.970    1.200    1.834
  113.560   39.960    1.200    1.837
  113.560   39.950    1.200    1.840
  113.560   39.940    1.200    1.844
  113.560   39.930    1.200    1.847
  113.560   39.920    1.200    1.847
  113.560   39.910    1.200    1.847
  113.560   39.900    1.200    1.846
  113.560   39.890    1.200    1.844
  113.560   39.880    1.200    1.843
  113.560   39.870    1.200    1.843
  113.580   40.200    1.200    1.845
  113.580   40.190    1.200    1.841
  113.580   40.180    1.200    1.834
  113.580   40.170    1.200    1.823
  113.580   40.160    1.200    1.806
  113.580   40.150    1.200    1.785
  113.580   40.140    1.200    1.763
  113.580   40.130    1.200    1.751
  113.580   40.120    1.200    1.759
  113.580   40.110    1.200    1.780
  113.580   40.100    1.200    1.787
  113.580   40.090    1.200    1.752
  113.580   40.080    1.200    1.707
  113.580   40.070    1.200    1.698
  113.580   40.060    1.200    1.700
  113.580   40.050    1.200    1.726
  113.580   40.040    1.200    1.749
  113.580   40.030    1.200    1.768
  113.580   40.020    1.200    1.786
  113.580   40.010    1.200    1.804
  113.580   40.000    1.200    1.818
  113.580   39.990    1.200    1.826
  113.580   39.980    1.200    1.829
  113.580   39.970    1.200    1.830
  113.580   39.960    1.200    1.831
  113.580   39.950    1.200    1.834
  113.580   39.940    1.200    1.838
  113.580   39.930    1.200    1.842
  113.580   39.920    1.200    1.846
  113.580   39.910    1.200    1.847
